"date","page","query","clicks","impressions","ctr","position"
2017-01-28,"http://digi-women.com/about-digiwomen/","dcu ryan academy",0,1,0,123
2017-01-23,"http://digi-women.com/team-member/liz-lennon-site-design-in-one-day/","liz lennon",0,2,0,2
2017-01-11,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","websummit facebook",0,1,0,39
2017-03-03,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,4,0,2.75
2016-12-13,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs business school",0,1,0,25
2017-01-05,"http://digi-women.com/digiwomen-at-swipe-summit-february-2016/","taking a swipe",0,3,0,9.33333333333333
2017-03-10,"http://digi-women.com/digiwomen-talk-time-at-the-wearehere-unconference/","wewerehere",0,1,0,28
2016-12-28,"http://digi-women.com/team-member/pauline-sargent-social-zavvy/","zavvy",0,1,0,20
2017-01-16,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,1,0,6
2017-02-24,"http://digi-women.com/about-digiwomen/","digi women",0,1,0,5
2017-02-16,"http://digi-women.com/author/yvonnec/","yvonne costello facebook",0,3,0,9
2017-01-27,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,2,0,2
2017-02-05,"http://digi-women.com/zen-hen-by-clare-mulvany/","""leave a reply"" ~hen",0,1,0,168
2017-02-10,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs college dublin",0,1,0,40
2016-12-26,"http://digi-women.com/team-member/liz-lennon-site-design-in-one-day/","liz lennon",0,1,0,4
2017-03-11,"http://digi-women.com/contact-us/","pauline sargent",0,1,0,5
2017-01-14,"http://digi-women.com/at-websummit-2014-we-have-3-goals-help-us-realise-them/","oh snap sweden",0,1,0,2
2017-02-12,"http://digi-women.com/digiwomen-at-swipe-summit-february-2016/","swipe summit",0,1,0,5
2017-03-01,"http://digi-women.com/team-member/linda-farrelly/","linda farrelly",0,1,0,5
2016-12-21,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","women speakers",0,1,0,31
2017-02-22,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,2,0,2
2017-03-08,"http://digi-women.com/zen-hen-by-clare-mulvany/","clare mulvany",0,2,0,3
2017-03-05,"http://digi-women.com/author/yvonnec/","yvonne costello",0,6,0,10
2017-02-24,"http://digi-women.com/","women in stem ireland",0,1,0,29
2017-01-16,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs dublin",0,1,0,27
2017-01-08,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","tara van zyl",0,1,0,4
2017-02-11,"http://digi-women.com/startup-dublin-is-stronger-together/","niamh@startupdublin.com",0,1,0,9
2016-12-27,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,2,0,6
2016-12-19,"http://digi-women.com/zen-hen-by-clare-mulvany/","clare mulvany",0,1,0,5
2017-03-12,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,1,0,2
2017-03-07,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,2,0,1
2017-02-20,"http://digi-women.com/digiwomen-talk-time-at-the-wearehere-unconference/","wewerehere",0,1,0,31
2017-02-18,"http://digi-women.com/digiwomen-talk-time-at-the-wearehere-unconference/","wearehere",0,1,0,29
2016-12-15,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","websummit 2014",0,1,0,36
2017-02-02,"http://digi-women.com/women-technology-groups-ireland-meet/","meet in ireland",0,1,0,100
2017-02-17,"http://digi-women.com/","women in technology",0,2,0,8
2017-02-28,"http://digi-women.com/two-females-15-males-gender-balance-failure/","brightspark consulting",0,1,0,44
2017-03-07,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,1,0,34
2017-03-04,"http://digi-women.com/digiwomen-at-web-summit-2014/","web summit 2014",0,1,0,23
2017-02-05,"http://digi-women.com/team-member/liz-lennon-site-design-in-one-day/","liz lennon",0,1,0,5
2016-12-18,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,2,0,22
2017-01-17,"http://digi-women.com/dublin-business-school-careers-fair-2016/","castle house dbs",0,1,0,1
2017-01-02,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,1,0,1
2017-01-31,"http://digi-women.com/dublin-business-school-careers-fair-2016/","castle house dbs",0,1,0,4
2017-03-13,"http://digi-women.com/dublin-business-school-digiwomen-society/","dublin business school",0,3,0,50
2017-01-03,"http://digi-women.com/team-member/yoga-with-emma/","yoga with emma",0,1,0,7
2016-12-14,"http://digi-women.com/","digi facebook",0,1,0,7
2017-03-01,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","tracy monaghan",0,1,0,34
2017-01-03,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton actress",0,1,0,2
2017-01-09,"http://digi-women.com/we-are-here-women-in-tech/","women in technology",0,1,0,41
2017-03-08,"http://digi-women.com/","women on web contact",0,1,0,31
2017-02-27,"http://digi-women.com/team-member/three-thought-bubbles/","three thought bubbles",0,1,0,1
2017-03-10,"http://digi-women.com/women-technology-groups-ireland-meet/","meet women",0,1,0,43
2017-02-18,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","priya price instagram",0,1,0,36
2017-01-28,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,1,0,4
2016-12-14,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","web summit 2014",0,2,0,28.5
2017-01-26,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,1,0,7
2017-01-26,"http://digi-women.com/tech-women-speaking-at-the-swipe-summit/","swipe summit",0,1,0,7
2016-12-14,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,2,0,48.5
2017-01-29,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton actress",0,1,0,8
2017-03-06,"http://digi-women.com/digiwomen-at-swipe-summit-february-2016/","taking a swipe",0,1,0,10
2017-01-26,"http://digi-women.com/author/enormous/","roseanne smith",0,1,0,9
2017-02-23,"http://digi-women.com/zen-hen-by-clare-mulvany/","clare mulvany",0,1,0,4
2017-01-11,"http://digi-women.com/zen-hen-by-clare-mulvany/","clare mulvany",0,2,0,4
2017-01-29,"http://digi-women.com/zen-hen-by-clare-mulvany/","zen hen",0,1,0,20
2016-12-24,"http://digi-women.com/team-member/three-thought-bubbles/","three thought bubbles",0,1,0,7
2017-02-17,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,2,0,32
2016-12-20,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","tara van zyl",0,1,0,7
2017-03-04,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,2,0,1
2017-03-10,"http://digi-women.com/event-organisers-we-want-30pc-quota/","business event organisers",0,1,0,411
2017-02-08,"http://digi-women.com/two-females-15-males-gender-balance-failure/","female digital marketing speakers",0,1,0,38
2017-02-16,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,2,0,2
2017-02-19,"http://digi-women.com/be-better-at-facebook-for-business/","digi facebook",0,1,0,14
2017-01-17,"http://digi-women.com/zen-hen-by-clare-mulvany/","clare mulvany",0,1,0,4
2016-12-13,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin bussines school",0,1,0,43
2017-01-30,"http://digi-women.com/startup-dublin-is-stronger-together/","startup dublin",0,1,0,34
2017-02-10,"http://digi-women.com/","women in technology",0,1,0,23
2017-03-12,"http://digi-women.com/team-member/pauline-sargent-social-zavvy/","zavvy",0,1,0,31
2016-12-30,"http://digi-women.com/team-member/three-thought-bubbles/","three thought bubbles",0,1,0,6
2016-12-16,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","the carousel format facebook help",0,1,0,135
2017-03-11,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","nasdaq omx ndr",0,1,0,23
2016-12-27,"http://digi-women.com/","digi data",0,1,0,135
2017-03-09,"http://digi-women.com/zen-hen-by-clare-mulvany/","clare mulvany",0,1,0,4
2017-02-28,"http://digi-women.com/digiwomen-talk-time-at-the-wearehere-unconference/","wewerehere",0,1,0,31
2017-02-08,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,3,0,1
2017-02-16,"http://digi-women.com/team-member/pauline-sargent-social-zavvy/","pauline sargent",0,3,0,5
2017-02-01,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","seema mody wiki",0,1,0,33
2017-03-05,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","digi facebook",0,1,0,14
2017-01-23,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","web summit 2015 speakers",0,1,0,36
2017-02-05,"http://digi-women.com/more-about-the-unfail-unconference-26th-april-2014/","unfail",0,1,0,16
2017-01-21,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","amanda noonan",0,1,0,52
2017-01-24,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,1,0,2
2016-12-13,"http://digi-women.com/tech-women-speaking-at-the-swipe-summit/","swipe summit",0,1,0,7
2017-01-31,"http://digi-women.com/at-websummit-2014-we-have-3-goals-help-us-realise-them/","oh snap sweden",0,3,0,2
2017-03-06,"http://digi-women.com/team-member/aoife-porter-bua-marketing/","bua marketing",0,1,0,22
2017-02-19,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,1,0,1
2017-03-03,"http://digi-women.com/about-digiwomen/","digiwomen",0,1,0,2
2017-01-31,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,2,0,1
2017-01-27,"http://digi-women.com/team-member/edel-flynn-and-as-coo-of-the-digital-hub-development-agency/","edel flynn",0,3,0,2.66666666666667
2017-01-30,"http://digi-women.com/dublin-business-school-careers-fair-2016/","castle house dbs",0,2,0,1
2017-02-15,"http://digi-women.com/startup-dublin-is-stronger-together/","dublin commissioner for startups",0,1,0,44
2017-01-08,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,1,0,11
2017-01-03,"http://digi-women.com/","facebook digi",0,1,0,10
2017-01-13,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton",0,1,0,5
2017-01-29,"http://digi-women.com/","women in technology ireland",0,1,0,3
2017-02-20,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","ann neidenbach nasdaq",0,2,0,41.5
2017-03-13,"http://digi-women.com/dublin-business-school-careers-fair-2016/","digi career",0,1,0,39
2016-12-29,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,1,0,8
2017-01-08,"http://digi-women.com/more-about-the-unfail-unconference-26th-april-2014/","26th april 2014",0,1,0,49
2017-01-06,"http://digi-women.com/","digi facebook",0,2,0,8.5
2017-02-20,"http://digi-women.com/startup-dublin-is-stronger-together/","startup dublin",0,1,0,37
2017-02-11,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","nasdaq omx ndr",0,1,0,35
2017-01-24,"http://digi-women.com/about-digiwomen/","digiwomen",0,1,0,2
2017-01-23,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,2,0,7
2017-02-09,"http://digi-women.com/women-technology-groups-ireland-meet/","meet women",0,1,0,46
2017-02-14,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","alexandra suich husband",0,1,0,19
2016-12-13,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,2,0,41.5
2017-01-12,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","tara van zyl",0,2,0,4
2017-02-22,"http://digi-women.com/team-member/pauline-sargent-social-zavvy/","zavvy",0,1,0,28
2017-01-17,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton actress",0,1,0,2
2017-01-06,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","female speakers",0,1,0,26
2017-02-14,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","pogonophile wiki",0,1,0,34
2017-03-06,"http://digi-women.com/contact-us/","digiwomen",0,1,0,2
2016-12-13,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton actress",0,1,0,1
2017-01-22,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton",0,4,0,6.25
2017-03-13,"http://digi-women.com/team-member/lorna-keogh/","lorna keogh",0,1,0,1
2017-03-08,"http://digi-women.com/embrace-your-feminine-side-why-being-sensitive-is-good-for-business/","being sensitive",0,1,0,289
2017-01-02,"http://digi-women.com/team-member/liz-lennon-site-design-in-one-day/","liz lennon",0,1,0,3
2017-01-26,"http://digi-women.com/dublin-business-school-careers-fair-2016/","business school dublin",0,1,0,47
2017-01-01,"http://digi-women.com/author/yvonnec/","yvonne costello",0,3,0,10
2017-03-08,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,5,0,5.6
2017-01-03,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,1,0,4
2017-01-10,"http://digi-women.com/tag/dublin-startup/","dublin startup",0,1,0,43
2017-02-07,"http://digi-women.com/zen-hen-by-clare-mulvany/","clare mulvany",0,5,0,4.4
2017-01-31,"http://digi-women.com/events/2017/02/women-data-science-wids-2017-rutgers-university/","women in data science rutgers",0,2,0,9
2017-02-06,"http://digi-women.com/team-member/yoga-with-emma/","yoga with emma",0,1,0,9
2017-02-25,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","game of thrones costumes for women",0,1,0,26
2017-02-12,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,1,0,1
2017-03-10,"http://digi-women.com/at-websummit-2014-we-have-3-goals-help-us-realise-them/","oh snap sweden",0,2,0,2
2017-03-10,"http://digi-women.com/dublin-business-school-digiwomen-society/","business school dublin",0,1,0,44
2017-01-30,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","tara van",0,1,0,45
2017-03-13,"http://digi-women.com/author/yvonnec/","yvonne costello facebook",0,1,0,19
2017-01-27,"http://digi-women.com/team-member/pauline-sargent-social-zavvy/","zavvy",0,1,0,18
2017-02-07,"http://digi-women.com/dublin-business-school-digiwomen-society/","business school dublin",0,2,0,46
2017-03-02,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,3,0,1
2017-01-22,"http://digi-women.com/author/enormous/","roseanne smith",0,1,0,10
2017-01-04,"http://digi-women.com/about-digiwomen/","digiwomen",0,2,0,2
2017-01-30,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,1,0,6
2016-12-31,"http://digi-women.com/startup-dublin-is-stronger-together/","startup dublin",0,1,0,38
2017-01-04,"http://digi-women.com/digiwomen-at-swipe-summit-february-2016/","taking a swipe",0,2,0,10.5
2017-01-07,"http://digi-women.com/digiwomen-roundtable-discussion-diversity-in-technology/","""leave a comment"" ""no comments yet.""",0,1,0,309
2016-12-25,"http://digi-women.com/team-member/sarah-kavanagh-sketch-ie/","kavanagh sketch",0,1,0,12
2017-02-19,"http://digi-women.com/digiwomen-talk-time-at-the-wearehere-unconference/","wearehere",0,1,0,30
2017-01-12,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,3,0,2.66666666666667
2017-03-07,"http://digi-women.com/be-better-at-facebook-for-business/","digi facebook",0,1,0,17
2017-02-23,"http://digi-women.com/team-member/jessica-maybury-elucidate/","jessica maybury",0,1,0,2
2016-12-29,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,2,0,7
2016-12-22,"http://digi-women.com/digiwomen-at-swipe-summit-february-2016/","taking a swipe",0,1,0,5
2017-02-13,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,4,0,5
2016-12-26,"http://digi-women.com/tech-women-speaking-at-the-swipe-summit/","swipe summit",0,1,0,9
2016-12-14,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,1,0,2
2017-03-08,"http://digi-women.com/about-digiwomen/","digiwomen",0,3,0,1.66666666666667
2017-03-06,"http://digi-women.com/digiwomen-at-web-summit-2014/","web summit 2014",0,2,0,35
2017-01-12,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton",0,2,0,3
2016-12-22,"http://digi-women.com/startup-weekend-21-23-nov-2014/","logo startup weekend",0,1,0,1
2016-12-28,"http://digi-women.com/","facebook digi",0,2,0,7
2017-02-07,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,8,0,2.25
2017-01-02,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,2,0,8.5
2017-02-09,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,4,0,1.75
2017-01-30,"http://digi-women.com/events/2017/02/women-data-science-wids-2017-rutgers-university/","rutgers data science",0,2,0,33.5
2017-01-06,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,3,0,7
2017-01-30,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,4,0,36.75
2017-03-10,"http://digi-women.com/contact-us/","pauline sargent",0,1,0,5
2016-12-19,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,1,0,8
2016-12-21,"http://digi-women.com/digiwomen-talk-time-at-the-wearehere-unconference/","digi talktime",0,1,0,10
2017-03-05,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,2,0,34
2017-02-05,"http://digi-women.com/team-member/jessica-maybury-elucidate/","""leave a reply"" ~elucidation",0,1,0,89
2017-01-10,"http://digi-women.com/we-are-here-women-in-tech/","women in technology",0,1,0,43
2017-02-05,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton",0,1,0,7
2017-02-05,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs careers",0,1,0,26
2016-12-16,"http://digi-women.com/","digi 11",0,1,0,10
2017-03-10,"http://digi-women.com/dublin-business-school-digiwomen-society/","dublin business school",0,2,0,34
2016-12-27,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","tara van zyl",0,1,0,3
2017-01-06,"http://digi-women.com/about-digiwomen/","digiwomen",0,2,0,2
2017-02-10,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,5,0,2
2017-02-07,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","web summit 2014",0,1,0,40
2017-03-13,"http://digi-women.com/zen-hen-by-clare-mulvany/","clare mulvany",0,3,0,4
2017-01-22,"http://digi-women.com/team-member/pauline-sargent-social-zavvy/","zavvy",0,1,0,26
2017-01-30,"http://digi-women.com/events/2017/02/women-data-science-wids-2017-rutgers-university/","rutgers university data science",0,2,0,26
2017-02-02,"http://digi-women.com/team-member/jennie-brennan-virtual-office-worx/","jennie brennan",0,1,0,32
2017-02-13,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","silicon republic",0,1,0,58
2017-02-21,"http://digi-women.com/","women in tech ireland",0,2,0,4.5
2017-03-09,"http://digi-women.com/team-member/patricia-gaffey-gaffey-productions/","patricia gaffey",0,1,0,14
2017-03-12,"http://digi-women.com/dublin-business-school-digiwomen-society/","where is dublin business school",0,1,0,50
2016-12-23,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","female technology speaker",0,1,0,80
2017-03-11,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","web summit 2015 speakers",0,3,0,18.3333333333333
2016-12-25,"http://digi-women.com/wearehere-unfail-unconference/","unfail",0,1,0,19
2017-02-22,"http://digi-women.com/digiwomen-at-web-summit-2014/","web summit 2014",0,1,0,24
2017-02-09,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","web summit 2015 speakers",0,1,0,10
2017-01-18,"http://digi-women.com/digiwomen-at-web-summit-2014/","web summit 2014",0,1,0,46
2017-02-01,"http://digi-women.com/","women in technology ireland",0,3,0,3
2016-12-20,"http://digi-women.com/two-females-15-males-gender-balance-failure/","digi gender",0,1,0,2
2017-03-07,"http://digi-women.com/contact-us/","digiwomen",0,1,0,2
2016-12-23,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,2,0,1
2017-01-19,"http://digi-women.com/dublin-business-school-careers-fair-2016/","robert walters dublin",0,2,0,25
2017-02-14,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend dublin",0,1,0,30
2017-02-27,"http://digi-women.com/tag/melissa-doran/","melissa doran",0,1,0,55
2017-02-08,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,1,0,34
2017-03-01,"http://digi-women.com/events/2017/02/women-data-science-wids-2017-rutgers-university/","women data science",0,1,0,120
2017-03-09,"http://digi-women.com/dublin-business-school-digiwomen-society/","business school dublin",0,1,0,46
2017-03-03,"http://digi-women.com/dublin-business-school-careers-fair-2016/","digi career",0,1,0,30
2016-12-28,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,1,0,1
2017-03-02,"http://digi-women.com/","digi ireland",0,2,0,8
2017-01-11,"http://digi-women.com/wearehere-unfail-unconference/","unfail",0,1,0,32
2016-12-24,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","female technology speaker",0,1,0,74
2017-01-08,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","ann neidenbach",0,1,0,48
2017-01-03,"http://digi-women.com/be-better-at-facebook-for-business/","the guinness enterprise centre",0,1,0,129
2017-01-22,"http://digi-women.com/margaret-charleville-one-to-one-computer-training/","one to one computer training",0,1,0,25
2017-01-09,"http://digi-women.com/team-member/patricia-gaffey-gaffey-productions/","gaffey productions",0,1,0,19
2017-03-09,"http://digi-women.com/team-member/aoife-porter-bua-marketing/","aoife porter",0,1,0,10
2017-03-09,"http://digi-women.com/two-females-15-males-gender-balance-failure/","brightspark consulting",0,1,0,45
2017-01-25,"http://digi-women.com/tag/women-in-tech/","web summit 2017 women in tech",0,1,0,41
2017-01-11,"http://digi-women.com/team-member/jennie-brennan-virtual-office-worx/","office worx",0,1,0,58
2017-02-08,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","web summit 2014",0,1,0,28
2017-01-04,"http://digi-women.com/dublin-business-school-careers-fair-2016/","comfort keepers facebook",0,1,0,27
2016-12-24,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","nasdaq omx ndr",0,1,0,46
2017-02-12,"http://digi-women.com/startup-dublin-is-stronger-together/","niamh@startupdublin.com",0,2,0,9
2017-02-15,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","digi business",0,1,0,44
2017-01-03,"http://digi-women.com/zen-hen-by-clare-mulvany/","clare mulvany",0,1,0,3
2017-01-21,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","zylof",0,1,0,25
2017-03-04,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","priya price instagram",0,1,0,44
2017-02-03,"http://digi-women.com/team-member/jennie-brennan-virtual-office-worx/","office worx",0,1,0,45
2017-02-06,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton",0,1,0,8
2016-12-28,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","carousel format facebook help",0,1,0,117
2017-03-11,"http://digi-women.com/","digiwomen",0,1,0,1
2017-03-09,"http://digi-women.com/women-technology-groups-ireland-meet/","meet women",0,1,0,49
2017-03-07,"http://digi-women.com/startup-weekend-21-23-nov-2014/","logo startup weekend",0,1,0,1
2017-03-05,"http://digi-women.com/team-member/yoga-with-emma/","yoga with emma",0,1,0,5
2017-02-15,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,2,0,6.5
2017-03-12,"http://digi-women.com/team-member/lorna-keogh/","lorna keogh instagram",0,1,0,6
2017-03-08,"http://digi-women.com/team-member/lorna-keogh/","lorna keogh instagram",0,1,0,7
2017-02-11,"http://digi-women.com/events/2017/02/women-data-science-wids-2017-rutgers-university/","rutgers data science",0,2,0,32.5
2016-12-22,"http://digi-women.com/be-better-at-facebook-for-business/","digi business centre",0,1,0,36
2017-02-14,"http://digi-women.com/zen-hen-by-clare-mulvany/","zen hen",0,1,0,7
2017-01-21,"http://digi-women.com/wearehere-unfail-unconference/","unfail",0,1,0,13
2017-03-07,"http://digi-women.com/startup-dublin-is-stronger-together/","niamh@startupdublin.com",0,1,0,11
2017-03-04,"http://digi-women.com/team-member/orla-b-creative/","orla brosnan",0,1,0,97
2017-02-24,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,1,0,51
2017-02-28,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,1,0,1
2017-01-28,"http://digi-women.com/author/yvonnec/","yvonne costello",0,1,0,23
2017-02-10,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school vacancies",0,1,0,35
2017-03-04,"http://digi-women.com/wearehere-unfail-unconference/","unfail",0,1,0,13
2017-02-07,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,7,0,5.85714285714286
2016-12-23,"http://digi-women.com/author/yvonnec/","yvonne costello",0,1,0,10
2017-03-07,"http://digi-women.com/","digi website",0,2,0,6.5
2017-01-10,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","priya monga",0,1,0,23
2016-12-17,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,2,0,7
2017-01-25,"http://digi-women.com/author/admin/","pauline sargent",0,4,0,7.5
2017-01-02,"http://digi-women.com/","digi facebook",0,3,0,10.6666666666667
2017-02-02,"http://digi-women.com/tag/online-advertising/","online advertising",0,1,0,313
2017-02-20,"http://digi-women.com/","digi ireland",0,2,0,9.5
2017-01-31,"http://digi-women.com/","digi ireland",0,2,0,10
2017-01-19,"http://digi-women.com/at-websummit-2014-we-have-3-goals-help-us-realise-them/","oh snap sweden",0,1,0,2
2016-12-23,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs castle house",0,1,0,11
2017-01-22,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,1,0,32
2017-03-03,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton",0,1,0,7
2016-12-13,"http://digi-women.com/","digi facebook",0,4,0,5.75
2017-03-09,"http://digi-women.com/startup-weekend-21-23-nov-2014/","logo startup weekend",0,1,0,1
2017-02-17,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","orla facebook",0,1,0,9
2017-03-08,"http://digi-women.com/team-member/jessica-maybury-elucidate/","jessica maybury",0,1,0,1
2017-01-04,"http://digi-women.com/dublin-business-school-careers-fair-2016/","comfort keepers jobs",0,1,0,40
2017-01-10,"http://digi-women.com/dublin-business-school-careers-fair-2016/","business school dublin",0,1,0,50
2017-03-02,"http://digi-women.com/zen-hen-by-clare-mulvany/","clare mulvany",0,4,0,4
2016-12-21,"http://digi-women.com/team-member/pauline-sargent-social-zavvy/","pauline sargent",0,2,0,3.5
2017-02-20,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,2,0,1
2017-01-02,"http://digi-women.com/zen-hen-by-clare-mulvany/","more by clare",0,1,0,27
2017-03-03,"http://digi-women.com/team-member/edel-flynn-and-as-coo-of-the-digital-hub-development-agency/","edel flynn",0,2,0,3
2017-02-18,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,1,0,9
2017-01-01,"http://digi-women.com/digiwomen-at-swipe-summit-february-2016/","swipe summit",0,1,0,12
2017-01-09,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school vacancies",0,1,0,35
2017-02-17,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs dublin",0,1,0,34
2017-02-25,"http://digi-women.com/","digi women",0,1,0,1
